"Label (Grouping)","Androscoggin County, Maine!!Total!!Estimate","Androscoggin County, Maine!!Total!!Margin of Error","Androscoggin County, Maine!!Percent!!Estimate","Androscoggin County, Maine!!Percent!!Margin of Error","Androscoggin County, Maine!!Veterans!!Estimate","Androscoggin County, Maine!!Veterans!!Margin of Error","Androscoggin County, Maine!!Percent Veterans!!Estimate","Androscoggin County, Maine!!Percent Veterans!!Margin of Error","Androscoggin County, Maine!!Nonveterans!!Estimate","Androscoggin County, Maine!!Nonveterans!!Margin of Error","Androscoggin County, Maine!!Percent Nonveterans!!Estimate","Androscoggin County, Maine!!Percent Nonveterans!!Margin of Error","Aroostook County, Maine!!Total!!Estimate","Aroostook County, Maine!!Total!!Margin of Error","Aroostook County, Maine!!Percent!!Estimate","Aroostook County, Maine!!Percent!!Margin of Error","Aroostook County, Maine!!Veterans!!Estimate","Aroostook County, Maine!!Veterans!!Margin of Error","Aroostook County, Maine!!Percent Veterans!!Estimate","Aroostook County, Maine!!Percent Veterans!!Margin of Error","Aroostook County, Maine!!Nonveterans!!Estimate","Aroostook County, Maine!!Nonveterans!!Margin of Error","Aroostook County, Maine!!Percent Nonveterans!!Estimate","Aroostook County, Maine!!Percent Nonveterans!!Margin of Error","Cumberland County, Maine!!Total!!Estimate","Cumberland County, Maine!!Total!!Margin of Error","Cumberland County, Maine!!Percent!!Estimate","Cumberland County, Maine!!Percent!!Margin of Error","Cumberland County, Maine!!Veterans!!Estimate","Cumberland County, Maine!!Veterans!!Margin of Error","Cumberland County, Maine!!Percent Veterans!!Estimate","Cumberland County, Maine!!Percent Veterans!!Margin of Error","Cumberland County, Maine!!Nonveterans!!Estimate","Cumberland County, Maine!!Nonveterans!!Margin of Error","Cumberland County, Maine!!Percent Nonveterans!!Estimate","Cumberland County, Maine!!Percent Nonveterans!!Margin of Error","Franklin County, Maine!!Total!!Estimate","Franklin County, Maine!!Total!!Margin of Error","Franklin County, Maine!!Percent!!Estimate","Franklin County, Maine!!Percent!!Margin of Error","Franklin County, Maine!!Veterans!!Estimate","Franklin County, Maine!!Veterans!!Margin of Error","Franklin County, Maine!!Percent Veterans!!Estimate","Franklin County, Maine!!Percent Veterans!!Margin of Error","Franklin County, Maine!!Nonveterans!!Estimate","Franklin County, Maine!!Nonveterans!!Margin of Error","Franklin County, Maine!!Percent Nonveterans!!Estimate","Franklin County, Maine!!Percent Nonveterans!!Margin of Error","Hancock County, Maine!!Total!!Estimate","Hancock County, Maine!!Total!!Margin of Error","Hancock County, Maine!!Percent!!Estimate","Hancock County, Maine!!Percent!!Margin of Error","Hancock County, Maine!!Veterans!!Estimate","Hancock County, Maine!!Veterans!!Margin of Error","Hancock County, Maine!!Percent Veterans!!Estimate","Hancock County, Maine!!Percent Veterans!!Margin of Error","Hancock County, Maine!!Nonveterans!!Estimate","Hancock County, Maine!!Nonveterans!!Margin of Error","Hancock County, Maine!!Percent Nonveterans!!Estimate","Hancock County, Maine!!Percent Nonveterans!!Margin of Error","Kennebec County, Maine!!Total!!Estimate","Kennebec County, Maine!!Total!!Margin of Error","Kennebec County, Maine!!Percent!!Estimate","Kennebec County, Maine!!Percent!!Margin of Error","Kennebec County, Maine!!Veterans!!Estimate","Kennebec County, Maine!!Veterans!!Margin of Error","Kennebec County, Maine!!Percent Veterans!!Estimate","Kennebec County, Maine!!Percent Veterans!!Margin of Error","Kennebec County, Maine!!Nonveterans!!Estimate","Kennebec County, Maine!!Nonveterans!!Margin of Error","Kennebec County, Maine!!Percent Nonveterans!!Estimate","Kennebec County, Maine!!Percent Nonveterans!!Margin of Error","Knox County, Maine!!Total!!Estimate","Knox County, Maine!!Total!!Margin of Error","Knox County, Maine!!Percent!!Estimate","Knox County, Maine!!Percent!!Margin of Error","Knox County, Maine!!Veterans!!Estimate","Knox County, Maine!!Veterans!!Margin of Error","Knox County, Maine!!Percent Veterans!!Estimate","Knox County, Maine!!Percent Veterans!!Margin of Error","Knox County, Maine!!Nonveterans!!Estimate","Knox County, Maine!!Nonveterans!!Margin of Error","Knox County, Maine!!Percent Nonveterans!!Estimate","Knox County, Maine!!Percent Nonveterans!!Margin of Error","Lincoln County, Maine!!Total!!Estimate","Lincoln County, Maine!!Total!!Margin of Error","Lincoln County, Maine!!Percent!!Estimate","Lincoln County, Maine!!Percent!!Margin of Error","Lincoln County, Maine!!Veterans!!Estimate","Lincoln County, Maine!!Veterans!!Margin of Error","Lincoln County, Maine!!Percent Veterans!!Estimate","Lincoln County, Maine!!Percent Veterans!!Margin of Error","Lincoln County, Maine!!Nonveterans!!Estimate","Lincoln County, Maine!!Nonveterans!!Margin of Error","Lincoln County, Maine!!Percent Nonveterans!!Estimate","Lincoln County, Maine!!Percent Nonveterans!!Margin of Error","Oxford County, Maine!!Total!!Estimate","Oxford County, Maine!!Total!!Margin of Error","Oxford County, Maine!!Percent!!Estimate","Oxford County, Maine!!Percent!!Margin of Error","Oxford County, Maine!!Veterans!!Estimate","Oxford County, Maine!!Veterans!!Margin of Error","Oxford County, Maine!!Percent Veterans!!Estimate","Oxford County, Maine!!Percent Veterans!!Margin of Error","Oxford County, Maine!!Nonveterans!!Estimate","Oxford County, Maine!!Nonveterans!!Margin of Error","Oxford County, Maine!!Percent Nonveterans!!Estimate","Oxford County, Maine!!Percent Nonveterans!!Margin of Error","Penobscot County, Maine!!Total!!Estimate","Penobscot County, Maine!!Total!!Margin of Error","Penobscot County, Maine!!Percent!!Estimate","Penobscot County, Maine!!Percent!!Margin of Error","Penobscot County, Maine!!Veterans!!Estimate","Penobscot County, Maine!!Veterans!!Margin of Error","Penobscot County, Maine!!Percent Veterans!!Estimate","Penobscot County, Maine!!Percent Veterans!!Margin of Error","Penobscot County, Maine!!Nonveterans!!Estimate","Penobscot County, Maine!!Nonveterans!!Margin of Error","Penobscot County, Maine!!Percent Nonveterans!!Estimate","Penobscot County, Maine!!Percent Nonveterans!!Margin of Error","Piscataquis County, Maine!!Total!!Estimate","Piscataquis County, Maine!!Total!!Margin of Error","Piscataquis County, Maine!!Percent!!Estimate","Piscataquis County, Maine!!Percent!!Margin of Error","Piscataquis County, Maine!!Veterans!!Estimate","Piscataquis County, Maine!!Veterans!!Margin of Error","Piscataquis County, Maine!!Percent Veterans!!Estimate","Piscataquis County, Maine!!Percent Veterans!!Margin of Error","Piscataquis County, Maine!!Nonveterans!!Estimate","Piscataquis County, Maine!!Nonveterans!!Margin of Error","Piscataquis County, Maine!!Percent Nonveterans!!Estimate","Piscataquis County, Maine!!Percent Nonveterans!!Margin of Error","Sagadahoc County, Maine!!Total!!Estimate","Sagadahoc County, Maine!!Total!!Margin of Error","Sagadahoc County, Maine!!Percent!!Estimate","Sagadahoc County, Maine!!Percent!!Margin of Error","Sagadahoc County, Maine!!Veterans!!Estimate","Sagadahoc County, Maine!!Veterans!!Margin of Error","Sagadahoc County, Maine!!Percent Veterans!!Estimate","Sagadahoc County, Maine!!Percent Veterans!!Margin of Error","Sagadahoc County, Maine!!Nonveterans!!Estimate","Sagadahoc County, Maine!!Nonveterans!!Margin of Error","Sagadahoc County, Maine!!Percent Nonveterans!!Estimate","Sagadahoc County, Maine!!Percent Nonveterans!!Margin of Error","Somerset County, Maine!!Total!!Estimate","Somerset County, Maine!!Total!!Margin of Error","Somerset County, Maine!!Percent!!Estimate","Somerset County, Maine!!Percent!!Margin of Error","Somerset County, Maine!!Veterans!!Estimate","Somerset County, Maine!!Veterans!!Margin of Error","Somerset County, Maine!!Percent Veterans!!Estimate","Somerset County, Maine!!Percent Veterans!!Margin of Error","Somerset County, Maine!!Nonveterans!!Estimate","Somerset County, Maine!!Nonveterans!!Margin of Error","Somerset County, Maine!!Percent Nonveterans!!Estimate","Somerset County, Maine!!Percent Nonveterans!!Margin of Error","Waldo County, Maine!!Total!!Estimate","Waldo County, Maine!!Total!!Margin of Error","Waldo County, Maine!!Percent!!Estimate","Waldo County, Maine!!Percent!!Margin of Error","Waldo County, Maine!!Veterans!!Estimate","Waldo County, Maine!!Veterans!!Margin of Error","Waldo County, Maine!!Percent Veterans!!Estimate","Waldo County, Maine!!Percent Veterans!!Margin of Error","Waldo County, Maine!!Nonveterans!!Estimate","Waldo County, Maine!!Nonveterans!!Margin of Error","Waldo County, Maine!!Percent Nonveterans!!Estimate","Waldo County, Maine!!Percent Nonveterans!!Margin of Error","Washington County, Maine!!Total!!Estimate","Washington County, Maine!!Total!!Margin of Error","Washington County, Maine!!Percent!!Estimate","Washington County, Maine!!Percent!!Margin of Error","Washington County, Maine!!Veterans!!Estimate","Washington County, Maine!!Veterans!!Margin of Error","Washington County, Maine!!Percent Veterans!!Estimate","Washington County, Maine!!Percent Veterans!!Margin of Error","Washington County, Maine!!Nonveterans!!Estimate","Washington County, Maine!!Nonveterans!!Margin of Error","Washington County, Maine!!Percent Nonveterans!!Estimate","Washington County, Maine!!Percent Nonveterans!!Margin of Error","York County, Maine!!Total!!Estimate","York County, Maine!!Total!!Margin of Error","York County, Maine!!Percent!!Estimate","York County, Maine!!Percent!!Margin of Error","York County, Maine!!Veterans!!Estimate","York County, Maine!!Veterans!!Margin of Error","York County, Maine!!Percent Veterans!!Estimate","York County, Maine!!Percent Veterans!!Margin of Error","York County, Maine!!Nonveterans!!Estimate","York County, Maine!!Nonveterans!!Margin of Error","York County, Maine!!Percent Nonveterans!!Estimate","York County, Maine!!Percent Nonveterans!!Margin of Error"
"        Two or more races","3,017","±361","3.6%","±0.4","228","±86","2.8%","±1.1","2,789","±350","3.6%","±0.5","813","±178","1.5%","±0.3","15","±10","0.2%","±0.2","798","±178","1.6%","±0.4","5,670","±824","2.4%","±0.3","411","±156","2.4%","±0.9","5,259","±771","2.4%","±0.3","541","±113","2.2%","±0.5","15","±17","0.6%","±0.6","526","±112","2.4%","±0.5","712","±143","1.6%","±0.3","35","±39","0.8%","±0.9","677","±137","1.6%","±0.3","1,577","±211","1.6%","±0.2","157","±91","1.6%","±0.9","1,420","±191","1.6%","±0.2","619","±164","1.9%","±0.5","45","±33","1.6%","±1.2","574","±163","1.9%","±0.5","556","±253","1.9%","±0.9","27","±29","0.8%","±0.9","529","±247","2.1%","±1.0","1,079","±210","2.3%","±0.4","62","±43","1.4%","±0.9","1,017","±201","2.4%","±0.5","2,435","±315","2.0%","±0.3","281","±102","2.6%","±0.9","2,154","±319","1.9%","±0.3","242","±95","1.7%","±0.7","26","±23","1.7%","±1.5","216","±91","1.7%","±0.7","548","±189","1.9%","±0.7","7","±9","0.2%","±0.3","541","±190","2.1%","±0.7","594","±107","1.5%","±0.3","52","±42","1.2%","±1.0","542","±110","1.5%","±0.3","594","±131","1.8%","±0.4","28","±23","1.0%","±0.8","566","±129","1.9%","±0.4","491","±80","1.9%","±0.3","65","±33","2.2%","±1.1","426","±84","1.9%","±0.4","3,686","±903","2.2%","±0.5","262","±187","1.6%","±1.1","3,424","±866","2.3%","±0.6"
"        Hispanic or Latino (of any race)","1,324","±3","1.6%","±0.1","79","±71","1.0%","±0.9","1,245","±72","1.6%","±0.1","582","±7","1.1%","±0.1","56","±27","0.9%","±0.4","526","±27","1.1%","±0.1","4,456","±92","1.9%","±0.1","284","±102","1.7%","±0.6","4,172","±155","1.9%","±0.1","295","±2","1.2%","±0.1","42","±42","1.6%","±1.6","253","±42","1.2%","±0.2","579","±4","1.3%","±0.1","12","±10","0.3%","±0.2","567","±12","1.4%","±0.1","1,244","±77","1.3%","±0.1","92","±60","0.9%","±0.6","1,152","±82","1.3%","±0.1","441","±96","1.3%","±0.3","7","±8","0.2%","±0.3","434","±94","1.5%","±0.3","304","±7","1.1%","±0.1","3","±5","0.1%","±0.2","301","±10","1.2%","±0.1","520","±3","1.1%","±0.1","29","±19","0.6%","±0.4","491","±19","1.2%","±0.1","1,488","±25","1.2%","±0.1","151","±69","1.4%","±0.6","1,337","±70","1.2%","±0.1","176","±2","1.3%","±0.1","13","±14","0.8%","±0.9","163","±13","1.3%","±0.1","446","±4","1.5%","±0.1","14","±18","0.4%","±0.5","432","±18","1.7%","±0.1","386","±4","0.9%","±0.1","10","±8","0.2%","±0.2","376","±10","1.0%","±0.1","464","±7","1.4%","±0.1","3","±4","0.1%","±0.2","461","±9","1.6%","±0.1","474","±5","1.9%","±0.1","41","±25","1.4%","±0.8","433","±25","1.9%","±0.1","2,435","±122","1.5%","±0.1","139","±74","0.8%","±0.4","2,296","±138","1.5%","±0.1"
"        White alone, not Hispanic or Latino","78,363","±132","92.7%","±0.2","7,715","±574","95.0%","±1.5","70,648","±577","92.4%","±0.2","52,085","±142","94.7%","±0.3","5,887","±359","97.1%","±0.8","46,198","±395","94.4%","±0.3","217,362","±851","90.9%","±0.3","16,324","±865","94.9%","±1.0","201,038","±1,077","90.6%","±0.4","23,619","±57","96.0%","±0.3","2,512","±237","95.8%","±2.1","21,107","±247","96.0%","±0.4","43,207","±79","94.9%","±0.2","4,069","±397","95.9%","±1.3","39,138","±390","94.8%","±0.2","93,877","±60","95.3%","±0.1","9,563","±620","97.2%","±1.1","84,314","±616","95.1%","±0.2","31,290","±67","95.5%","±0.4","2,751","±315","97.0%","±1.9","28,539","±336","95.4%","±0.5","27,267","±240","95.4%","±0.8","3,294","±262","98.1%","±1.2","23,973","±314","95.0%","±0.9","45,013","±126","95.5%","±0.3","4,499","±361","98.0%","±1.0","40,514","±406","95.2%","±0.4","116,749","±142","94.2%","±0.1","10,299","±569","94.5%","±1.2","106,450","±603","94.2%","±0.1","13,321","±38","95.3%","±0.5","1,496","±172","96.9%","±1.8","11,825","±174","95.1%","±0.5","27,424","±164","94.7%","±0.6","3,397","±336","98.5%","±0.9","24,027","±379","94.1%","±0.7","39,389","±74","96.3%","±0.2","4,266","±444","95.9%","±2.2","35,123","±455","96.3%","±0.3","30,844","±140","95.4%","±0.4","2,808","±216","97.3%","±1.5","28,036","±248","95.2%","±0.5","23,067","±51","91.2%","±0.2","2,793","±171","93.0%","±1.6","20,274","±186","90.9%","±0.2","157,195","±873","94.2%","±0.5","16,009","±942","96.7%","±1.3","141,186","±1,204","94.0%","±0.6"
"MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian population 18 years and over with income","30,855","±676","(X)","(X)","40,285","±2,988","(X)","(X)","30,135","±785","(X)","(X)","24,781","±1,007","(X)","(X)","33,157","±2,317","(X)","(X)","23,486","±1,121","(X)","(X)","38,207","±935","(X)","(X)","43,945","±2,545","(X)","(X)","37,621","±961","(X)","(X)","27,053","±1,270","(X)","(X)","37,917","±4,332","(X)","(X)","26,319","±1,258","(X)","(X)","31,567","±914","(X)","(X)","40,833","±4,968","(X)","(X)","30,878","±939","(X)","(X)","30,598","±743","(X)","(X)","39,143","±3,735","(X)","(X)","29,781","±926","(X)","(X)","31,104","±1,029","(X)","(X)","42,351","±5,585","(X)","(X)","30,477","±1,134","(X)","(X)","32,381","±1,386","(X)","(X)","44,170","±2,939","(X)","(X)","30,755","±1,323","(X)","(X)","25,925","±841","(X)","(X)","33,780","±2,139","(X)","(X)","25,180","±1,081","(X)","(X)","27,535","±898","(X)","(X)","36,950","±2,361","(X)","(X)","26,672","±694","(X)","(X)","23,677","±1,229","(X)","(X)","33,504","±3,944","(X)","(X)","22,612","±1,262","(X)","(X)","37,450","±1,940","(X)","(X)","43,814","±4,171","(X)","(X)","36,535","±1,982","(X)","(X)","24,666","±998","(X)","(X)","32,394","±2,949","(X)","(X)","23,641","±1,213","(X)","(X)","30,458","±1,261","(X)","(X)","40,810","±3,844","(X)","(X)","29,550","±1,681","(X)","(X)","25,070","±884","(X)","(X)","37,639","±2,625","(X)","(X)","23,176","±1,207","(X)","(X)","34,762","±829","(X)","(X)","43,622","±1,695","(X)","(X)","33,835","±883","(X)","(X)"
"        Male","(X)","(X)","(X)","(X)","41,198","±3,359","(X)","(X)","35,155","±1,254","(X)","(X)","(X)","(X)","(X)","(X)","33,624","±2,725","(X)","(X)","29,454","±1,715","(X)","(X)","(X)","(X)","(X)","(X)","44,136","±2,638","(X)","(X)","45,300","±1,380","(X)","(X)","(X)","(X)","(X)","(X)","37,844","±4,733","(X)","(X)","32,897","±2,188","(X)","(X)","(X)","(X)","(X)","(X)","42,295","±4,776","(X)","(X)","39,286","±2,150","(X)","(X)","(X)","(X)","(X)","(X)","39,787","±3,023","(X)","(X)","36,029","±1,322","(X)","(X)","(X)","(X)","(X)","(X)","43,011","±5,267","(X)","(X)","37,926","±2,696","(X)","(X)","(X)","(X)","(X)","(X)","44,309","±2,734","(X)","(X)","38,627","±2,612","(X)","(X)","(X)","(X)","(X)","(X)","34,360","±2,047","(X)","(X)","30,547","±1,729","(X)","(X)","(X)","(X)","(X)","(X)","36,698","±2,477","(X)","(X)","31,590","±1,060","(X)","(X)","(X)","(X)","(X)","(X)","33,214","±4,888","(X)","(X)","28,607","±3,816","(X)","(X)","(X)","(X)","(X)","(X)","44,081","±4,425","(X)","(X)","42,771","±3,610","(X)","(X)","(X)","(X)","(X)","(X)","32,859","±3,158","(X)","(X)","30,230","±1,326","(X)","(X)","(X)","(X)","(X)","(X)","42,472","±3,546","(X)","(X)","35,189","±2,110","(X)","(X)","(X)","(X)","(X)","(X)","38,087","±2,364","(X)","(X)","31,456","±1,556","(X)","(X)","(X)","(X)","(X)","(X)","44,030","±1,871","(X)","(X)","42,726","±1,244","(X)","(X)"
"        Female","(X)","(X)","(X)","(X)","22,083","±17,423","(X)","(X)","25,805","±938","(X)","(X)","(X)","(X)","(X)","(X)","27,885","±9,350","(X)","(X)","19,327","±1,102","(X)","(X)","(X)","(X)","(X)","(X)","41,927","±4,392","(X)","(X)","32,490","±905","(X)","(X)","(X)","(X)","(X)","(X)","40,156","±19,397","(X)","(X)","20,271","±1,976","(X)","(X)","(X)","(X)","(X)","(X)","25,357","±7,769","(X)","(X)","25,858","±1,137","(X)","(X)","(X)","(X)","(X)","(X)","31,404","±16,880","(X)","(X)","25,759","±925","(X)","(X)","(X)","(X)","(X)","(X)","-","**","(X)","(X)","25,035","±2,038","(X)","(X)","(X)","(X)","(X)","(X)","36,618","±29,062","(X)","(X)","26,093","±1,433","(X)","(X)","(X)","(X)","(X)","(X)","26,333","±17,848","(X)","(X)","21,551","±728","(X)","(X)","(X)","(X)","(X)","(X)","38,558","±5,489","(X)","(X)","23,388","±956","(X)","(X)","(X)","(X)","(X)","(X)","33,988","±10,476","(X)","(X)","19,524","±1,408","(X)","(X)","(X)","(X)","(X)","(X)","41,523","±20,782","(X)","(X)","30,331","±2,292","(X)","(X)","(X)","(X)","(X)","(X)","25,938","±10,175","(X)","(X)","19,448","±1,305","(X)","(X)","(X)","(X)","(X)","(X)","21,992","±12,100","(X)","(X)","24,073","±1,778","(X)","(X)","(X)","(X)","(X)","(X)","29,432","±9,963","(X)","(X)","18,961","±1,151","(X)","(X)","(X)","(X)","(X)","(X)","37,807","±7,182","(X)","(X)","27,846","±1,233","(X)","(X)"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian population 25 years and over","75,223","±94","(X)","(X)","8,032","±567","(X)","(X)","67,191","±579","(X)","(X)","50,050","±141","(X)","(X)","5,976","±347","(X)","(X)","44,074","±376","(X)","(X)","213,722","±261","(X)","(X)","16,943","±907","(X)","(X)","196,779","±995","(X)","(X)","21,768","±121","(X)","(X)","2,608","±245","(X)","(X)","19,160","±262","(X)","(X)","41,966","±129","(X)","(X)","4,223","±385","(X)","(X)","37,743","±399","(X)","(X)","88,248","±165","(X)","(X)","9,787","±642","(X)","(X)","78,461","±659","(X)","(X)","30,200","±69","(X)","(X)","2,824","±313","(X)","(X)","27,376","±334","(X)","(X)","26,453","±77","(X)","(X)","3,355","±264","(X)","(X)","23,098","±276","(X)","(X)","43,280","±124","(X)","(X)","4,577","±367","(X)","(X)","38,703","±358","(X)","(X)","108,104","±226","(X)","(X)","10,867","±602","(X)","(X)","97,237","±654","(X)","(X)","12,991","±49","(X)","(X)","1,544","±170","(X)","(X)","11,447","±182","(X)","(X)","26,874","±81","(X)","(X)","3,439","±338","(X)","(X)","23,435","±343","(X)","(X)","37,563","±59","(X)","(X)","4,421","±461","(X)","(X)","33,142","±478","(X)","(X)","29,462","±69","(X)","(X)","2,867","±217","(X)","(X)","26,595","±225","(X)","(X)","23,060","±65","(X)","(X)","2,994","±178","(X)","(X)","20,066","±192","(X)","(X)","151,866","±264","(X)","(X)","16,469","±954","(X)","(X)","135,397","±971","(X)","(X)"
"        Less than high school graduate","6,574","±653","8.7%","±0.9","476","±134","5.9%","±1.7","6,098","±635","9.1%","±0.9","5,108","±518","10.2%","±1.0","392","±116","6.6%","±1.9","4,716","±503","10.7%","±1.1","10,114","±771","4.7%","±0.4","644","±179","3.8%","±1.0","9,470","±751","4.8%","±0.4","1,394","±201","6.4%","±0.9","128","±54","4.9%","±2.0","1,266","±188","6.6%","±1.0","2,216","±244","5.3%","±0.6","104","±32","2.5%","±0.8","2,112","±238","5.6%","±0.6","5,968","±544","6.8%","±0.6","606","±144","6.2%","±1.6","5,362","±532","6.8%","±0.7","2,105","±374","7.0%","±1.2","121","±69","4.3%","±2.4","1,984","±363","7.2%","±1.3","1,650","±280","6.2%","±1.1","130","±84","3.9%","±2.5","1,520","±266","6.6%","±1.1","3,720","±449","8.6%","±1.0","268","±87","5.9%","±1.8","3,452","±441","8.9%","±1.1","7,694","±686","7.1%","±0.6","602","±135","5.5%","±1.2","7,092","±682","7.3%","±0.7","1,092","±172","8.4%","±1.3","126","±42","8.2%","±2.6","966","±160","8.4%","±1.4","1,478","±254","5.5%","±0.9","111","±58","3.2%","±1.7","1,367","±237","5.8%","±1.0","3,658","±391","9.7%","±1.0","246","±101","5.6%","±2.2","3,412","±369","10.3%","±1.1","2,124","±306","7.2%","±1.0","187","±76","6.5%","±2.8","1,937","±293","7.3%","±1.1","2,093","±203","9.1%","±0.9","207","±58","6.9%","±2.0","1,886","±194","9.4%","±1.0","9,502","±792","6.3%","±0.5","886","±254","5.4%","±1.5","8,616","±727","6.4%","±0.5"
"        High school graduate (includes equivalency)","26,748","±1,078","35.6%","±1.4","2,943","±327","36.6%","±3.6","23,805","±1,052","35.4%","±1.5","18,600","±597","37.2%","±1.2","1,895","±208","31.7%","±3.1","16,705","±583","37.9%","±1.3","46,202","±1,831","21.6%","±0.9","4,798","±487","28.3%","±2.8","41,404","±1,689","21.0%","±0.8","8,424","±466","38.7%","±2.1","1,011","±194","38.8%","±6.3","7,413","±495","38.7%","±2.5","13,234","±631","31.5%","±1.5","1,382","±229","32.7%","±4.6","11,852","±618","31.4%","±1.6","29,472","±1,208","33.4%","±1.4","3,380","±434","34.5%","±3.2","26,092","±1,050","33.3%","±1.4","9,626","±631","31.9%","±2.1","876","±191","31.0%","±6.0","8,750","±604","32.0%","±2.1","8,735","±515","33.0%","±1.9","1,297","±222","38.7%","±5.7","7,438","±476","32.2%","±2.0","17,744","±775","41.0%","±1.8","1,971","±247","43.1%","±4.4","15,773","±731","40.8%","±1.9","36,194","±1,314","33.5%","±1.2","3,601","±334","33.1%","±2.9","32,593","±1,245","33.5%","±1.3","5,394","±320","41.5%","±2.5","648","±110","42.0%","±5.5","4,746","±289","41.5%","±2.6","8,185","±619","30.5%","±2.3","1,038","±229","30.2%","±6.3","7,147","±565","30.5%","±2.3","15,546","±713","41.4%","±1.9","2,039","±275","46.1%","±5.1","13,507","±744","40.8%","±2.1","9,375","±589","31.8%","±2.0","1,095","±147","38.2%","±4.2","8,280","±568","31.1%","±2.2","8,754","±319","38.0%","±1.4","1,129","±132","37.7%","±3.5","7,625","±305","38.0%","±1.5","44,897","±1,739","29.6%","±1.1","5,494","±508","33.4%","±3.1","39,403","±1,795","29.1%","±1.3"
"        Some college or associate's degree","24,819","±1,033","33.0%","±1.4","3,326","±450","41.4%","±4.0","21,493","±1,009","32.0%","±1.5","16,447","±713","32.9%","±1.4","2,640","±251","44.2%","±3.3","13,807","±636","31.3%","±1.5","54,558","±1,762","25.5%","±0.8","5,403","±623","31.9%","±2.9","49,155","±1,735","25.0%","±0.9","6,223","±479","28.6%","±2.2","814","±167","31.2%","±5.6","5,409","±493","28.2%","±2.6","11,749","±636","28.0%","±1.5","1,369","±277","32.4%","±5.4","10,380","±596","27.5%","±1.5","26,981","±1,025","30.6%","±1.2","3,867","±405","39.5%","±3.3","23,114","±1,004","29.5%","±1.2","8,135","±526","26.9%","±1.7","917","±182","32.5%","±5.6","7,218","±491","26.4%","±1.8","6,510","±372","24.6%","±1.4","831","±151","24.8%","±4.2","5,679","±356","24.6%","±1.6","12,884","±710","29.8%","±1.6","1,409","±227","30.8%","±4.3","11,475","±666","29.6%","±1.7","33,314","±1,204","30.8%","±1.1","3,972","±424","36.6%","±3.0","29,342","±1,113","30.2%","±1.1","4,075","±305","31.4%","±2.3","542","±106","35.1%","±5.6","3,533","±307","30.9%","±2.6","7,180","±479","26.7%","±1.8","1,023","±203","29.7%","±4.8","6,157","±490","26.3%","±2.0","11,623","±590","30.9%","±1.6","1,363","±239","30.8%","±4.2","10,260","±579","31.0%","±1.7","8,666","±550","29.4%","±1.9","796","±125","27.8%","±4.1","7,870","±537","29.6%","±2.0","6,728","±315","29.2%","±1.4","893","±106","29.8%","±2.9","5,835","±295","29.1%","±1.5","48,612","±1,597","32.0%","±1.1","5,388","±589","32.7%","±2.9","43,224","±1,690","31.9%","±1.2"
"        Bachelor's degree or higher","17,082","±898","22.7%","±1.2","1,287","±241","16.0%","±2.9","15,795","±878","23.5%","±1.3","9,895","±576","19.8%","±1.1","1,049","±213","17.6%","±3.3","8,846","±566","20.1%","±1.2","102,848","±2,213","48.1%","±1.0","6,098","±598","36.0%","±3.0","96,750","±2,176","49.2%","±1.1","5,727","±454","26.3%","±2.1","655","±134","25.1%","±5.0","5,072","±442","26.5%","±2.3","14,767","±691","35.2%","±1.6","1,368","±212","32.4%","±4.5","13,399","±687","35.5%","±1.8","25,827","±1,310","29.3%","±1.5","1,934","±296","19.8%","±2.9","23,893","±1,271","30.5%","±1.6","10,334","±539","34.2%","±1.8","910","±192","32.2%","±5.4","9,424","±542","34.4%","±1.9","9,558","±544","36.1%","±2.1","1,097","±175","32.7%","±4.6","8,461","±524","36.6%","±2.2","8,932","±646","20.6%","±1.5","929","±181","20.3%","±3.6","8,003","±588","20.7%","±1.5","30,902","±1,363","28.6%","±1.3","2,692","±329","24.8%","±2.6","28,210","±1,305","29.0%","±1.3","2,430","±283","18.7%","±2.2","228","±72","14.8%","±4.3","2,202","±255","19.2%","±2.2","10,031","±653","37.3%","±2.4","1,267","±226","36.8%","±5.3","8,764","±575","37.4%","±2.5","6,736","±517","17.9%","±1.4","773","±222","17.5%","±4.4","5,963","±536","18.0%","±1.6","9,297","±587","31.6%","±2.0","789","±164","27.5%","±4.8","8,508","±543","32.0%","±2.0","5,485","±334","23.8%","±1.4","765","±120","25.6%","±3.8","4,720","±310","23.5%","±1.5","48,855","±1,635","32.2%","±1.1","4,701","±620","28.5%","±3.0","44,154","±1,530","32.6%","±1.1"
